ep1,epV,p,q,e,pimg / p,pmx / p,psi,Dp,eta
8.664288444,0.049697264,2.904388178,4.210551275,0.85238279,1.00019196,1.000895119,-0.000366777,-0.000277262,1.449720566
8.669721476,0.049697248,2.904550752,4.2107897,0.85238279,1.00019138,1.000892254,-0.000365605,-0.000276426,1.449721509
8.675154181,0.049697232,2.904712838,4.21102741,0.85238279,1.000190802,1.000889399,-0.000364436,-0.000275591,1.449722449
8.680586562,0.049697216,2.904874438,4.211264406,0.852382791,1.000190225,1.000886552,-0.000363272,-0.000274759,1.449723386
8.686018616,0.0496972,2.905035553,4.211500691,0.852382791,1.00018965,1.000883713,-0.00036211,-0.000273929,1.44972432
8.691450345,0.049697183,2.905196186,4.211736267,0.852382791,1.000189077,1.000880884,-0.000360953,-0.000273101,1.44972525
8.696881749,0.049697167,2.905356336,4.211971135,0.852382791,1.000188505,1.000878063,-0.000359798,-0.000272276,1.449726177
8.702312827,0.049697151,2.905516005,4.212205297,0.852382792,1.000187934,1.000875251,-0.000358648,-0.000271452,1.449727102
8.70774358,0.049697136,2.905675195,4.212438756,0.852382792,1.000187365,1.000872447,-0.0003575,-0.000270631,1.449728023
8.713174008,0.04969712,2.905833907,4.212671512,0.852382792,1.000186798,1.000869652,-0.000356357,-0.000269813,1.449728941
8.71860411,0.049697104,2.905992142,4.212903569,0.852382793,1.000186232,1.000866866,-0.000355217,-0.000268996,1.449729856
8.724033887,0.049697088,2.906149902,4.213134927,0.852382793,1.000185668,1.000864088,-0.00035408,-0.000268182,1.449730767
8.729463338,0.049697072,2.906307187,4.21336559,0.852382793,1.000185105,1.000861319,-0.000352947,-0.00026737,1.449731676
8.734892464,0.049697057,2.906463999,4.213595558,0.852382794,1.000184544,1.000858558,-0.000351817,-0.00026656,1.449732582
8.740321265,0.049697041,2.906620339,4.213824833,0.852382794,1.000183985,1.000855805,-0.000350691,-0.000265752,1.449733485
8.745749741,0.049697026,2.906776209,4.214053418,0.852382794,1.000183427,1.000853062,-0.000349568,-0.000264947,1.449734384
8.751177891,0.04969701,2.90693161,4.214281314,0.852382794,1.00018287,1.000850326,-0.000348448,-0.000264144,1.449735281
8.756605717,0.049696995,2.907086542,4.214508523,0.852382795,1.000182315,1.000847599,-0.000347332,-0.000263343,1.449736175
8.762033217,0.049696979,2.907241008,4.214735047,0.852382795,1.000181762,1.00084488,-0.00034622,-0.000262544,1.449737065
8.767460392,0.049696964,2.907395008,4.214960888,0.852382795,1.00018121,1.00084217,-0.000345111,-0.000261747,1.449737953
8.772887242,0.049696948,2.907548545,4.215186048,0.852382796,1.000180659,1.000839468,-0.000344005,-0.000260953,1.449738838
8.778313767,0.049696933,2.907701618,4.215410528,0.852382796,1.00018011,1.000836774,-0.000342903,-0.000260161,1.449739719
8.783739966,0.049696918,2.90785423,4.21563433,0.852382796,1.000179563,1.000834089,-0.000341804,-0.000259371,1.449740598
8.789165841,0.049696903,2.908006381,4.215857457,0.852382796,1.000179017,1.000831412,-0.000340708,-0.000258583,1.449741474
8.794591391,0.049696887,2.908158073,4.216079909,0.852382797,1.000178472,1.000828743,-0.000339616,-0.000257797,1.449742347
8.800016616,0.049696872,2.908309307,4.21630169,0.852382797,1.00017793,1.000826082,-0.000338527,-0.000257013,1.449743217
8.805441516,0.049696857,2.908460085,4.2165228,0.852382797,1.000177388,1.000823429,-0.000337441,-0.000256232,1.449744084
8.81086609,0.049696842,2.908610407,4.216743241,0.852382798,1.000176848,1.000820785,-0.000336359,-0.000255453,1.449744948
8.81629034,0.049696827,2.908760274,4.216963016,0.852382798,1.00017631,1.000818149,-0.00033528,-0.000254676,1.449745809
8.821714266,0.049696812,2.908909689,4.217182126,0.852382798,1.000175773,1.000815521,-0.000334205,-0.000253901,1.449746667
8.827137866,0.049696797,2.909058652,4.217400573,0.852382798,1.000175237,1.000812901,-0.000333132,-0.000253128,1.449747522
8.832561141,0.049696783,2.909207165,4.217618359,0.852382799,1.000174703,1.000810289,-0.000332063,-0.000252357,1.449748375
8.837984092,0.049696768,2.909355228,4.217835485,0.852382799,1.000174171,1.000807685,-0.000330998,-0.000251589,1.449749225
8.843406718,0.049696753,2.909502843,4.218051954,0.852382799,1.00017364,1.000805089,-0.000329935,-0.000250822,1.449750071
8.848829019,0.049696738,2.909650011,4.218267767,0.852382799,1.00017311,1.000802502,-0.000328876,-0.000250058,1.449750915
8.854250996,0.049696724,2.909796734,4.218482925,0.8523828,1.000172582,1.000799922,-0.00032782,-0.000249296,1.449751756
8.859672648,0.049696709,2.909943012,4.218697432,0.8523828,1.000172056,1.00079735,-0.000326768,-0.000248536,1.449752595
8.865093975,0.049696694,2.910088847,4.218911287,0.8523828,1.000171531,1.000794786,-0.000325718,-0.000247778,1.44975343
8.870514977,0.04969668,2.91023424,4.219124495,0.852382801,1.000171007,1.00079223,-0.000324672,-0.000247022,1.449754263
8.875935655,0.049696665,2.910379192,4.219337055,0.852382801,1.000170485,1.000789682,-0.000323629,-0.000246268,1.449755093
8.881356008,0.049696651,2.910523705,4.21954897,0.852382801,1.000169964,1.000787142,-0.00032259,-0.000245516,1.44975592
8.886776037,0.049696637,2.910667779,4.219760241,0.852382801,1.000169445,1.000784609,-0.000321553,-0.000244767,1.449756744
8.892195741,0.049696622,2.910811416,4.219970871,0.852382802,1.000168927,1.000782085,-0.00032052,-0.000244019,1.449757565
8.897615121,0.049696608,2.910954617,4.220180862,0.852382802,1.00016841,1.000779568,-0.00031949,-0.000243274,1.449758384
8.903034176,0.049696594,2.911097383,4.220390214,0.852382802,1.000167895,1.000777059,-0.000318463,-0.00024253,1.4497592
8.908452907,0.049696579,2.911239716,4.220598929,0.852382802,1.000167382,1.000774558,-0.000317439,-0.000241789,1.449760013
8.913871313,0.049696565,2.911381616,4.22080701,0.852382803,1.00016687,1.000772064,-0.000316418,-0.00024105,1.449760824
8.919289395,0.049696551,2.911523085,4.221014458,0.852382803,1.000166359,1.000769579,-0.000315401,-0.000240313,1.449761632
8.924707153,0.049696537,2.911664124,4.221221275,0.852382803,1.00016585,1.0007671,-0.000314386,-0.000239578,1.449762437
8.930124586,0.049696523,2.911804735,4.221427463,0.852382803,1.000165342,1.00076463,-0.000313375,-0.000238845,1.449763239
8.935541695,0.049696509,2.911944917,4.221633023,0.852382804,1.000164835,1.000762167,-0.000312367,-0.000238114,1.449764039
8.940958479,0.049696495,2.912084673,4.221837957,0.852382804,1.00016433,1.000759712,-0.000311362,-0.000237385,1.449764836
8.946374939,0.049696481,2.912224004,4.222042267,0.852382804,1.000163827,1.000757265,-0.00031036,-0.000236658,1.44976563
8.951791075,0.049696467,2.91236291,4.222245955,0.852382804,1.000163325,1.000754825,-0.000309362,-0.000235933,1.449766421
8.957206887,0.049696453,2.912501394,4.222449021,0.852382805,1.000162824,1.000752392,-0.000308366,-0.00023521,1.44976721
8.962622375,0.04969644,2.912639456,4.222651469,0.852382805,1.000162324,1.000749968,-0.000307373,-0.000234489,1.449767997
8.968037538,0.049696426,2.912777097,4.222853299,0.852382805,1.000161826,1.00074755,-0.000306384,-0.00023377,1.44976878
8.973452377,0.049696412,2.912914319,4.223054514,0.852382805,1.00016133,1.000745141,-0.000305397,-0.000233054,1.449769561
8.978866892,0.049696398,2.913051122,4.223255115,0.852382806,1.000160835,1.000742738,-0.000304414,-0.000232339,1.44977034
8.984281083,0.049696385,2.913187509,4.223455103,0.852382806,1.000160341,1.000740343,-0.000303434,-0.000231626,1.449771115
8.98969495,0.049696371,2.913323479,4.223654482,0.852382806,1.000159849,1.000737956,-0.000302456,-0.000230915,1.449771888
8.995108493,0.049696358,2.913459034,4.223853251,0.852382806,1.000159358,1.000735576,-0.000301482,-0.000230206,1.449772659
9.000521712,0.049696344,2.913594176,4.224051413,0.852382807,1.000158868,1.000733203,-0.000300511,-0.0002295,1.449773427
9.005934607,0.049696331,2.913728905,4.22424897,0.852382807,1.00015838,1.000730838,-0.000299543,-0.000228795,1.449774192
9.011347177,0.049696317,2.913863223,4.224445923,0.852382807,1.000157893,1.00072848,-0.000298577,-0.000228092,1.449774955
9.016759424,0.049696304,2.91399713,4.224642274,0.852382807,1.000157407,1.000726129,-0.000297615,-0.000227391,1.449775715
9.022171347,0.04969629,2.914130628,4.224838024,0.852382808,1.000156923,1.000723786,-0.000296656,-0.000226692,1.449776473
9.027582946,0.049696277,2.914263719,4.225033176,0.852382808,1.00015644,1.00072145,-0.000295699,-0.000225995,1.449777228
9.032994221,0.049696264,2.914396402,4.225227731,0.852382808,1.000155959,1.000719121,-0.000294746,-0.000225301,1.449777981
9.038405173,0.049696251,2.91452868,4.22542169,0.852382808,1.000155479,1.0007168,-0.000293796,-0.000224608,1.449778731
9.0438158,0.049696237,2.914660553,4.225615056,0.852382809,1.000155,1.000714486,-0.000292848,-0.000223916,1.449779478
9.049226104,0.049696224,2.914792023,4.225807829,0.852382809,1.000154523,1.000712178,-0.000291904,-0.000223227,1.449780223
9.054636084,0.049696211,2.91492309,4.226000012,0.852382809,1.000154047,1.000709879,-0.000290962,-0.00022254,1.449780965
9.06004574,0.049696198,2.915053756,4.226191606,0.852382809,1.000153572,1.000707586,-0.000290023,-0.000221855,1.449781705
9.065455072,0.049696185,2.915184023,4.226382614,0.85238281,1.000153099,1.0007053,-0.000289088,-0.000221172,1.449782443
9.070864081,0.049696172,2.91531389,4.226573035,0.85238281,1.000152627,1.000703022,-0.000288155,-0.000220491,1.449783178
9.076272766,0.049696159,2.915443359,4.226762873,0.85238281,1.000152156,1.00070075,-0.000287225,-0.000219811,1.44978391
9.081681127,0.049696146,2.915572431,4.226952129,0.85238281,1.000151687,1.000698486,-0.000286298,-0.000219134,1.44978464
9.087089165,0.049696133,2.915701108,4.227140804,0.852382811,1.000151219,1.000696229,-0.000285374,-0.000218458,1.449785368
9.092496879,0.049696121,2.91582939,4.2273289,0.852382811,1.000150753,1.000693978,-0.000284452,-0.000217785,1.449786093
9.09790427,0.049696108,2.915957279,4.227516419,0.852382811,1.000150287,1.000691735,-0.000283534,-0.000217113,1.449786816
9.103311337,0.049696095,2.916084775,4.227703362,0.852382811,1.000149823,1.000689499,-0.000282619,-0.000216443,1.449787536
9.10871808,0.049696082,2.916211881,4.227889731,0.852382812,1.000149361,1.00068727,-0.000281706,-0.000215775,1.449788254
9.1141245,0.04969607,2.916338596,4.228075527,0.852382812,1.000148899,1.000685048,-0.000280796,-0.000215109,1.449788969
9.119530597,0.049696057,2.916464922,4.228260753,0.852382812,1.000148439,1.000682832,-0.000279889,-0.000214445,1.449789682
9.12493637,0.049696045,2.91659086,4.228445409,0.852382812,1.000147981,1.000680624,-0.000278985,-0.000213783,1.449790393
9.13034182,0.049696032,2.916716411,4.228629497,0.852382813,1.000147523,1.000678422,-0.000278083,-0.000213122,1.449791101
9.135746946,0.049696019,2.916841577,4.22881302,0.852382813,1.000147067,1.000676227,-0.000277185,-0.000212464,1.449791807
9.141151749,0.049696007,2.916966358,4.228995978,0.852382813,1.000146612,1.00067404,-0.000276289,-0.000211807,1.44979251
9.146556228,0.049695995,2.917090755,4.229178373,0.852382813,1.000146159,1.000671859,-0.000275396,-0.000211153,1.449793211
9.151960384,0.049695982,2.917214769,4.229360207,0.852382813,1.000145707,1.000669684,-0.000274506,-0.0002105,1.44979391
9.157364217,0.04969597,2.917338403,4.229541481,0.852382814,1.000145256,1.000667517,-0.000273618,-0.000209849,1.449794606
9.162767727,0.049695958,2.917461655,4.229722197,0.852382814,1.000144806,1.000665356,-0.000272734,-0.0002092,1.4497953
9.168170913,0.049695945,2.917584529,4.229902356,0.852382814,1.000144358,1.000663203,-0.000271852,-0.000208552,1.449795992
9.173573776,0.049695933,2.917707024,4.230081961,0.852382814,1.000143911,1.000661055,-0.000270972,-0.000207907,1.449796681
9.178976316,0.049695921,2.917829142,4.230261012,0.852382815,1.000143465,1.000658915,-0.000270096,-0.000207263,1.449797368
9.184378533,0.049695909,2.917950884,4.230439511,0.852382815,1.00014302,1.000656781,-0.000269222,-0.000206622,1.449798053
9.189780426,0.049695896,2.918072251,4.23061746,0.852382815,1.000142577,1.000654654,-0.000268351,-0.000205982,1.449798735
9.195181997,0.049695884,2.918193244,4.23079486,0.852382815,1.000142135,1.000652534,-0.000267483,-0.000205343,1.449799415
9.200583244,0.049695872,2.918313864,4.230971713,0.852382815,1.000141694,1.00065042,-0.000266618,-0.000204707,1.449800093
9.205984168,0.04969586,2.918434113,4.23114802,0.852382816,1.000141255,1.000648313,-0.000265755,-0.000204073,1.449800769
9.211384769,0.049695848,2.91855399,4.231323783,0.852382816,1.000140817,1.000646212,-0.000264895,-0.00020344,1.449801442
9.216785047,0.049695836,2.918673498,4.231499004,0.852382816,1.00014038,1.000644118,-0.000264037,-0.000202809,1.449802113
9.222185002,0.049695824,2.918792637,4.231673684,0.852382816,1.000139944,1.000642031,-0.000263182,-0.00020218,1.449802782
9.227584635,0.049695813,2.918911408,4.231847824,0.852382817,1.00013951,1.00063995,-0.00026233,-0.000201553,1.449803448
9.232983944,0.049695801,2.919029813,4.232021426,0.852382817,1.000139077,1.000637876,-0.000261481,-0.000200928,1.449804112
9.23838293,0.049695789,2.919147852,4.232194492,0.852382817,1.000138645,1.000635808,-0.000260634,-0.000200304,1.449804774
9.243781593,0.049695777,2.919265526,4.232367023,0.852382817,1.000138214,1.000633747,-0.00025979,-0.000199682,1.449805434
9.249179934,0.049695765,2.919382837,4.23253902,0.852382817,1.000137785,1.000631692,-0.000258949,-0.000199062,1.449806091
9.254577951,0.049695754,2.919499786,4.232710486,0.852382818,1.000137356,1.000629643,-0.00025811,-0.000198444,1.449806747
9.259975646,0.049695742,2.919616373,4.232881421,0.852382818,1.00013693,1.000627601,-0.000257274,-0.000197828,1.4498074
9.265373018,0.049695731,2.919732599,4.233051828,0.852382818,1.000136504,1.000625565,-0.00025644,-0.000197213,1.44980805
9.270770067,0.049695719,2.919848467,4.233221707,0.852382818,1.000136079,1.000623536,-0.000255609,-0.0001966,1.449808699
9.276166794,0.049695707,2.919963976,4.233391061,0.852382819,1.000135656,1.000621513,-0.000254781,-0.000195989,1.449809346
9.281563197,0.049695696,2.920079127,4.23355989,0.852382819,1.000135234,1.000619497,-0.000253955,-0.000195379,1.44980999
9.286959278,0.049695684,2.920193922,4.233728196,0.852382819,1.000134813,1.000617487,-0.000253132,-0.000194772,1.449810632
9.292355036,0.049695673,2.920308362,4.233895981,0.852382819,1.000134393,1.000615483,-0.000252311,-0.000194166,1.449811272
9.297750472,0.049695662,2.920422448,4.234063246,0.852382819,1.000133975,1.000613485,-0.000251493,-0.000193562,1.44981191
9.303145585,0.04969565,2.92053618,4.234229993,0.85238282,1.000133558,1.000611494,-0.000250677,-0.000192959,1.449812545
9.308540375,0.049695639,2.92064956,4.234396223,0.85238282,1.000133142,1.000609509,-0.000249864,-0.000192359,1.449813179
9.313934843,0.049695628,2.920762589,4.234561938,0.85238282,1.000132727,1.00060753,-0.000249054,-0.00019176,1.44981381
9.319328988,0.049695616,2.920875268,4.234727139,0.85238282,1.000132313,1.000605557,-0.000248246,-0.000191163,1.449814439
9.324722811,0.049695605,2.920987597,4.234891827,0.85238282,1.000131901,1.000603591,-0.000247441,-0.000190567,1.449815067
9.330116311,0.049695594,2.921099578,4.235056004,0.852382821,1.00013149,1.000601631,-0.000246638,-0.000189974,1.449815692
9.335509488,0.049695583,2.921211211,4.235219672,0.852382821,1.00013108,1.000599677,-0.000245838,-0.000189382,1.449816314
9.340902343,0.049695572,2.921322499,4.235382832,0.852382821,1.000130671,1.000597729,-0.00024504,-0.000188791,1.449816935
9.346294876,0.049695561,2.921433441,4.235545485,0.852382821,1.000130263,1.000595787,-0.000244245,-0.000188203,1.449817554
9.351687086,0.049695549,2.921544039,4.235707633,0.852382821,1.000129857,1.000593851,-0.000243452,-0.000187616,1.44981817
9.357078974,0.049695538,2.921654293,4.235869277,0.852382822,1.000129452,1.000591922,-0.000242662,-0.000187031,1.449818785
9.36247054,0.049695527,2.921764206,4.23603042,0.852382822,1.000129048,1.000589998,-0.000241874,-0.000186447,1.449819397
9.367861783,0.049695517,2.921873776,4.236191061,0.852382822,1.000128645,1.000588081,-0.000241089,-0.000185865,1.449820008
9.373252703,0.049695506,2.921983007,4.236351203,0.852382822,1.000128243,1.000586169,-0.000240306,-0.000185285,1.449820616
9.378643302,0.049695495,2.922091898,4.236510847,0.852382822,1.000127842,1.000584264,-0.000239526,-0.000184707,1.449821222
9.384033578,0.049695484,2.922200451,4.236669995,0.852382823,1.000127443,1.000582365,-0.000238748,-0.00018413,1.449821826
9.389423532,0.049695473,2.922308666,4.236828648,0.852382823,1.000127045,1.000580471,-0.000237972,-0.000183555,1.449822429
9.394813164,0.049695462,2.922416545,4.236986807,0.852382823,1.000126648,1.000578584,-0.000237199,-0.000182982,1.449823029
9.400202473,0.049695452,2.922524088,4.237144474,0.852382823,1.000126252,1.000576702,-0.000236429,-0.00018241,1.449823627
9.405591461,0.049695441,2.922631297,4.23730165,0.852382823,1.000125857,1.000574827,-0.00023566,-0.00018184,1.449824223
9.410980126,0.04969543,2.922738173,4.237458336,0.852382824,1.000125463,1.000572957,-0.000234895,-0.000181271,1.449824817
9.416368469,0.049695419,2.922844715,4.237614535,0.852382824,1.000125071,1.000571093,-0.000234131,-0.000180705,1.449825409
9.42175649,0.049695409,2.922950926,4.237770247,0.852382824,1.000124679,1.000569236,-0.00023337,-0.00018014,1.449825999
9.427144189,0.049695398,2.923056807,4.237925474,0.852382824,1.000124289,1.000567384,-0.000232612,-0.000179576,1.449826587
9.432531566,0.049695388,2.923162357,4.238080218,0.852382824,1.0001239,1.000565537,-0.000231856,-0.000179014,1.449827173
9.43791862,0.049695377,2.923267579,4.238234479,0.852382825,1.000123512,1.000563697,-0.000231102,-0.000178454,1.449827757
9.443305353,0.049695367,2.923372473,4.238388259,0.852382825,1.000123126,1.000561862,-0.00023035,-0.000177896,1.44982834
9.448691764,0.049695356,2.923477041,4.23854156,0.852382825,1.00012274,1.000560034,-0.000229601,-0.000177339,1.44982892
9.454077853,0.049695346,2.923581282,4.238694382,0.852382825,1.000122355,1.000558211,-0.000228855,-0.000176784,1.449829498
9.459463619,0.049695335,2.923685198,4.238846728,0.852382825,1.000121972,1.000556394,-0.00022811,-0.00017623,1.449830074
9.464849064,0.049695325,2.92378879,4.238998598,0.852382826,1.00012159,1.000554582,-0.000227368,-0.000175678,1.449830649
9.470234187,0.049695315,2.92389206,4.239149995,0.852382826,1.000121209,1.000552776,-0.000226629,-0.000175128,1.449831221
9.475618989,0.049695305,2.923995006,4.239300918,0.852382826,1.000120829,1.000550976,-0.000225892,-0.000174579,1.449831791
9.481003468,0.049695294,2.924097632,4.239451371,0.852382826,1.00012045,1.000549182,-0.000225157,-0.000174032,1.44983236
9.486387625,0.049695284,2.924199938,4.239601353,0.852382826,1.000120072,1.000547393,-0.000224424,-0.000173486,1.449832927
9.491771461,0.049695274,2.924301924,4.239750867,0.852382827,1.000119695,1.00054561,-0.000223694,-0.000172942,1.449833491
9.497154975,0.049695264,2.924403591,4.239899914,0.852382827,1.000119319,1.000543833,-0.000222966,-0.0001724,1.449834054
9.502538167,0.049695254,2.924504941,4.240048495,0.852382827,1.000118945,1.000542061,-0.00022224,-0.000171859,1.449834615
9.507921038,0.049695243,2.924605975,4.240196612,0.852382827,1.000118572,1.000540295,-0.000221516,-0.00017132,1.449835174
9.513303586,0.049695233,2.924706693,4.240344266,0.852382827,1.000118199,1.000538535,-0.000220795,-0.000170782,1.449835731
9.518685813,0.049695223,2.924807096,4.240491458,0.852382828,1.000117828,1.00053678,-0.000220076,-0.000170246,1.449836286
9.524067719,0.049695213,2.924907185,4.240638189,0.852382828,1.000117458,1.00053503,-0.00021936,-0.000169712,1.44983684
9.529449303,0.049695203,2.925006961,4.240784461,0.852382828,1.000117089,1.000533286,-0.000218645,-0.000169179,1.449837391
9.534830565,0.049695193,2.925106426,4.240930276,0.852382828,1.000116721,1.000531548,-0.000217933,-0.000168647,1.449837941
9.540211505,0.049695184,2.925205579,4.241075634,0.852382828,1.000116354,1.000529815,-0.000217223,-0.000168118,1.449838488
9.545592124,0.049695174,2.925304422,4.241220537,0.852382828,1.000115988,1.000528088,-0.000216516,-0.000167589,1.449839034
9.550972422,0.049695164,2.925402955,4.241364987,0.852382829,1.000115624,1.000526366,-0.000215811,-0.000167063,1.449839578
9.556352398,0.049695154,2.925501181,4.241508984,0.852382829,1.00011526,1.000524649,-0.000215107,-0.000166538,1.449840121
9.561732052,0.049695144,2.925599098,4.24165253,0.852382829,1.000114898,1.000522938,-0.000214406,-0.000166014,1.449840661
9.567111385,0.049695134,2.925696709,4.241795626,0.852382829,1.000114536,1.000521233,-0.000213708,-0.000165492,1.449841199
9.572490397,0.049695125,2.925794015,4.241938274,0.852382829,1.000114176,1.000519532,-0.000213011,-0.000164972,1.449841736
9.577869087,0.049695115,2.925891015,4.242080475,0.85238283,1.000113816,1.000517838,-0.000212317,-0.000164453,1.449842271
9.583247456,0.049695105,2.925987712,4.24222223,0.85238283,1.000113458,1.000516148,-0.000211625,-0.000163935,1.449842804
9.588625503,0.049695096,2.926084106,4.24236354,0.85238283,1.000113101,1.000514464,-0.000210935,-0.000163419,1.449843336
9.594003229,0.049695086,2.926180197,4.242504407,0.85238283,1.000112745,1.000512785,-0.000210247,-0.000162905,1.449843865
9.599380634,0.049695077,2.926275988,4.242644833,0.85238283,1.000112389,1.000511112,-0.000209562,-0.000162392,1.449844393
9.604757717,0.049695067,2.926371478,4.242784817,0.85238283,1.000112035,1.000509444,-0.000208879,-0.000161881,1.449844919
9.61013448,0.049695057,2.926466668,4.242924362,0.852382831,1.000111682,1.000507781,-0.000208197,-0.000161371,1.449845443
9.61551092,0.049695048,2.92656156,4.24306347,0.852382831,1.00011133,1.000506124,-0.000207518,-0.000160863,1.449845965
9.62088704,0.049695039,2.926656154,4.24320214,0.852382831,1.000110979,1.000504471,-0.000206841,-0.000160356,1.449846486
9.626262839,0.049695029,2.926750451,4.243340375,0.852382831,1.00011063,1.000502824,-0.000206167,-0.000159851,1.449847005
9.631638316,0.04969502,2.926844452,4.243478176,0.852382831,1.000110281,1.000501183,-0.000205494,-0.000159347,1.449847522
9.637013472,0.04969501,2.926938158,4.243615544,0.852382831,1.000109933,1.000499546,-0.000204824,-0.000158844,1.449848037
9.642388307,0.049695001,2.92703157,4.24375248,0.852382832,1.000109586,1.000497915,-0.000204155,-0.000158344,1.449848551
9.647762821,0.049694992,2.927124688,4.243888986,0.852382832,1.00010924,1.000496289,-0.000203489,-0.000157844,1.449849063
9.653137014,0.049694982,2.927217514,4.244025063,0.852382832,1.000108896,1.000494668,-0.000202825,-0.000157346,1.449849573
9.658510885,0.049694973,2.927310048,4.244160712,0.852382832,1.000108552,1.000493052,-0.000202163,-0.00015685,1.449850082
9.663884436,0.049694964,2.927402291,4.244295934,0.852382832,1.000108209,1.000491441,-0.000201503,-0.000156355,1.449850588
9.669257666,0.049694955,2.927494245,4.244430731,0.852382832,1.000107868,1.000489835,-0.000200845,-0.000155862,1.449851093
9.674630574,0.049694946,2.927585909,4.244565104,0.852382833,1.000107527,1.000488235,-0.00020019,-0.00015537,1.449851597
9.680003162,0.049694936,2.927677285,4.244699054,0.852382833,1.000107187,1.00048664,-0.000199536,-0.000154879,1.449852098
9.685375429,0.049694927,2.927768373,4.244832583,0.852382833,1.000106849,1.000485049,-0.000198885,-0.00015439,1.449852598
9.690747375,0.049694918,2.927859175,4.244965691,0.852382833,1.000106511,1.000483464,-0.000198235,-0.000153902,1.449853096
9.696118999,0.049694909,2.927949692,4.24509838,0.852382833,1.000106174,1.000481884,-0.000197588,-0.000153416,1.449853593
9.701490303,0.0496949,2.928039923,4.245230651,0.852382833,1.000105839,1.000480309,-0.000196942,-0.000152932,1.449854088
9.706861287,0.049694891,2.92812987,4.245362506,0.852382834,1.000105504,1.000478738,-0.000196299,-0.000152448,1.449854581
9.712231949,0.049694882,2.928219535,4.245493945,0.852382834,1.000105171,1.000477173,-0.000195658,-0.000151966,1.449855072
9.717602291,0.049694873,2.928308916,4.24562497,0.852382834,1.000104838,1.000475613,-0.000195019,-0.000151486,1.449855562
9.722972311,0.049694864,2.928398017,4.245755582,0.852382834,1.000104506,1.000474058,-0.000194381,-0.000151007,1.44985605
9.728342011,0.049694856,2.928486836,4.245885783,0.852382834,1.000104176,1.000472508,-0.000193746,-0.00015053,1.449856537
9.733711391,0.049694847,2.928575376,4.246015573,0.852382834,1.000103846,1.000470962,-0.000193113,-0.000150053,1.449857022
9.739080449,0.049694838,2.928663636,4.246144953,0.852382835,1.000103517,1.000469422,-0.000192482,-0.000149579,1.449857505
9.744449187,0.049694829,2.928751619,4.246273926,0.852382835,1.00010319,1.000467886,-0.000191853,-0.000149105,1.449857987
9.749817604,0.04969482,2.928839324,4.246402492,0.852382835,1.000102863,1.000466356,-0.000191226,-0.000148634,1.449858467
9.755185701,0.049694812,2.928926752,4.246530652,0.852382835,1.000102537,1.00046483,-0.000190601,-0.000148163,1.449858945
9.760553477,0.049694803,2.929013905,4.246658407,0.852382835,1.000102212,1.000463309,-0.000189978,-0.000147694,1.449859422
9.765920932,0.049694794,2.929100783,4.24678576,0.852382835,1.000101889,1.000461793,-0.000189356,-0.000147226,1.449859897
9.771288067,0.049694786,2.929187387,4.24691271,0.852382836,1.000101566,1.000460282,-0.000188737,-0.00014676,1.449860371
9.776654881,0.049694777,2.929273717,4.24703926,0.852382836,1.000101244,1.000458776,-0.00018812,-0.000146295,1.449860843
9.782021375,0.049694768,2.929359775,4.247165409,0.852382836,1.000100923,1.000457274,-0.000187505,-0.000145832,1.449861313
9.787387548,0.04969476,2.929445561,4.247291161,0.852382836,1.000100603,1.000455777,-0.000186892,-0.00014537,1.449861782
9.7927534,0.049694751,2.929531076,4.247416515,0.852382836,1.000100284,1.000454285,-0.00018628,-0.000144909,1.449862249
9.798118933,0.049694743,2.929616322,4.247541472,0.852382836,1.000099966,1.000452798,-0.000185671,-0.00014445,1.449862715
9.803484144,0.049694734,2.929701297,4.247666035,0.852382837,1.000099649,1.000451316,-0.000185063,-0.000143992,1.449863179
9.808849036,0.049694726,2.929786005,4.247790205,0.852382837,1.000099333,1.000449838,-0.000184458,-0.000143535,1.449863641
9.814213607,0.049694717,2.929870445,4.247913981,0.852382837,1.000099018,1.000448365,-0.000183854,-0.00014308,1.449864102
9.819577857,0.049694709,2.929954618,4.248037366,0.852382837,1.000098703,1.000446897,-0.000183253,-0.000142626,1.449864561
9.824941788,0.0496947,2.930038525,4.248160361,0.852382837,1.00009839,1.000445433,-0.000182653,-0.000142174,1.449865019
9.830305398,0.049694692,2.930122166,4.248282967,0.852382837,1.000098078,1.000443974,-0.000182055,-0.000141723,1.449865475
9.835668687,0.049694684,2.930205543,4.248405185,0.852382838,1.000097766,1.00044252,-0.000181459,-0.000141273,1.44986593
9.841031657,0.049694675,2.930288656,4.248527016,0.852382838,1.000097456,1.00044107,-0.000180865,-0.000140824,1.449866383
9.846394306,0.049694667,2.930371507,4.248648461,0.852382838,1.000097146,1.000439625,-0.000180273,-0.000140377,1.449866835
9.851756635,0.049694659,2.930454095,4.248769522,0.852382838,1.000096838,1.000438185,-0.000179683,-0.000139932,1.449867285
9.857118643,0.049694651,2.930536422,4.2488902,0.852382838,1.00009653,1.000436749,-0.000179095,-0.000139487,1.449867733
9.862480332,0.049694642,2.930618488,4.249010495,0.852382838,1.000096223,1.000435318,-0.000178508,-0.000139044,1.44986818
9.8678417,0.049694634,2.930700295,4.24913041,0.852382838,1.000095918,1.000433891,-0.000177924,-0.000138602,1.449868626
9.873202748,0.049694626,2.930781842,4.249249944,0.852382839,1.000095613,1.000432469,-0.000177341,-0.000138162,1.44986907
