    time(1)             time(2)             stran(1)            stran(2)            stran(3)            stran(4)            stran(5)            stran(6)            stress(1)           stress(2)           stress(3)           stress(4)           stress(5)           stress(6)      statev(1)           statev(2)           statev(3)           statev(4)           statev(5)           statev(6)           statev(7)           statev(8)           statev(9)           statev(*)           statev(*)           statev(*)           statev(*)           statev(*)           statev(*)           statev(*)           statev(*)           statev(*)           statev(*)           statev(*)           statev(*)           statev(*)           statev(*)      
0.16350073565E-03   0.16350073565E-03   -.15451130287E-02   0.23176695431E-03   0.23176695431E-03    0.0000000000        0.0000000000        0.0000000000       -969.49208360       -501.00000000       -501.00000000        0.0000000000        0.0000000000        0.0000000000        138991.60827        152228.90429       0.64821634861       -.95538620955E-01    5.4554705380       -517.89025364        1.0408446430        0.0000000000       -9.4501900716        1.4175285107        1.4175285107        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000       -193.52298003       
0.18146784946E-03   0.18146784946E-03   -.17149056693E-02   0.26079069178E-03   0.26079069178E-03    0.0000000000        0.0000000000        0.0000000000       -1018.9452668       -501.00000000       -501.00000000        0.0000000000        0.0000000000        0.0000000000        140238.53517        153594.58614       0.64803216553       -.95682544011E-01    5.4564712098       -518.88408217        1.0404530606        1.0000000000       -9.4501900716        3.1612442160        3.1612442160        0.0000000000        0.0000000000        0.0000000000       -.15782714299E-04   0.59222485423E-05   0.59222485423E-05    0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000       -193.52298003       
0.19943496327E-03   0.19943496327E-03   -.18846983098E-02   0.31798082625E-03   0.31798082625E-03    0.0000000000        0.0000000000        0.0000000000       -1028.7672995       -501.00000000       -501.00000000        0.0000000000        0.0000000000        0.0000000000        140238.53517        153594.58614       0.64794075285       -.95462324934E-01    5.4564712098       -526.64153452        1.0409813788        1.0000000000       -9.4501900716        3.2008018120        3.2008018120        0.0000000000        0.0000000000        0.0000000000       -.15512403128E-03   0.58544684483E-04   0.58544684483E-04    0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000       -193.52298003       
0.21740207707E-03   0.21740207707E-03   -.20544909503E-02   0.37587604922E-03   0.37587604922E-03    0.0000000000        0.0000000000        0.0000000000       -1038.4396598       -501.00000000       -501.00000000        0.0000000000        0.0000000000        0.0000000000        140238.53517        153594.58614       0.64785167278       -.95247193705E-01    5.4564712098       -534.32612253        1.0414974906        1.0000000000       -9.4501900716        3.2397810358        3.2397810358        0.0000000000        0.0000000000        0.0000000000       -.29492937877E-03   0.11194181350E-03   0.11194181350E-03    0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000       -193.52298003       
0.23536919088E-03   0.23536919088E-03   -.22242835908E-02   0.43446590850E-03   0.43446590850E-03    0.0000000000        0.0000000000        0.0000000000       -1047.9668545       -501.00000000       -501.00000000        0.0000000000        0.0000000000        0.0000000000        140238.53517        153594.58614       0.64776489049       -.95036887261E-01    5.4564712098       -541.93900110        1.0420020275        1.0000000000       -9.4501900716        3.2781846899        3.2781846899        0.0000000000        0.0000000000        0.0000000000       -.43518478438E-03   0.16610108754E-03   0.16610108754E-03    0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000       -193.52298003       
0.25333630469E-03   0.25333630469E-03   -.23940762313E-02   0.49374019547E-03   0.49374019547E-03    0.0000000000        0.0000000000        0.0000000000       -1057.3531711       -501.00000000       -501.00000000        0.0000000000        0.0000000000        0.0000000000        140238.53517        153594.58614       0.64768037196       -.94831159065E-01    5.4564712098       -549.48128952        1.0424955810        1.0000000000       -9.4501900716        3.3160261445        3.3160261445        0.0000000000        0.0000000000        0.0000000000       -.57587695538E-03   0.22101030409E-03   0.22101030409E-03    0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000       -193.52298003       
0.27130341850E-03   0.27130341850E-03   -.25638688719E-02   0.55368893780E-03   0.55368893780E-03    0.0000000000        0.0000000000        0.0000000000       -1066.6026924       -501.00000000       -501.00000000        0.0000000000        0.0000000000        0.0000000000        140238.53517        153594.58614       0.64759808395       -.94629777828E-01    5.4564712098       -556.95407290        1.0429787058        1.0000000000       -9.4501900716        3.3533183703        3.3533183703        0.0000000000        0.0000000000        0.0000000000       -.71699323382E-03   0.27665759210E-03   0.27665759210E-03    0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000       -193.52298003       
0.28927053230E-03   0.28927053230E-03   -.27336615124E-02   0.61430239231E-03   0.61430239231E-03    0.0000000000        0.0000000000        0.0000000000       -1075.7193097       -501.00000000       -501.00000000        0.0000000000        0.0000000000        0.0000000000        140238.53517        153594.58614       0.64751799399       -.94432526348E-01    5.4564712098       -564.35840358        1.0434519231        1.0000000000       -9.4501900716        3.3900739460        3.3900739460        0.0000000000        0.0000000000        0.0000000000       -.85852155575E-03   0.33303139882E-03   0.33303139882E-03    0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000       -193.52298003       
0.30723764611E-03   0.30723764611E-03   -.29034541529E-02   0.67557103802E-03   0.67557103802E-03    0.0000000000        0.0000000000        0.0000000000       -1084.7067346       -501.00000000       -501.00000000        0.0000000000        0.0000000000        0.0000000000        140238.53517        153594.58614       0.64744007034       -.94239200458E-01    5.4564712098       -571.69530244        1.0439157226        1.0000000000       -9.4501900716        3.4263050674        3.4263050674        0.0000000000        0.0000000000        0.0000000000       -.10004504136E-02   0.39012047713E-03   0.39012047713E-03    0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000       -193.52298003       
0.32520475992E-03   0.32520475992E-03   -.30918472726E-02   0.74430708200E-03   0.74430708200E-03    0.0000000000        0.0000000000        0.0000000000       -1094.5317963       -501.00000000       -501.00000000        0.0000000000        0.0000000000        0.0000000000        140238.53517        153594.58614       0.64735610803       -.94029057641E-01    5.4564712098       -579.75822888        1.0444198378        1.0000000000       -12.901027981        4.7306378990        4.7306378990        0.0000000000        0.0000000000        0.0000000000       -.11583828190E-02   0.45428741397E-03   0.45428741397E-03    0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000       -193.52298003       
0.34317187373E-03   0.34317187373E-03   -.33236415106E-02   0.82995094615E-03   0.82995094615E-03    0.0000000000        0.0000000000        0.0000000000       -1106.4148667       -501.00000000       -501.00000000        0.0000000000        0.0000000000        0.0000000000        140238.53517        153594.58614       0.64725634884       -.93776447601E-01    5.4564712098       -589.56834854        1.0450258646        1.0000000000       -12.901027981        4.7960196927        4.7960196927        0.0000000000        0.0000000000        0.0000000000       -.13533358826E-02   0.53440510196E-03   0.53440510196E-03    0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000       -193.52298003       
0.36113898753E-03   0.36113898753E-03   -.35554357486E-02   0.91675727986E-03   0.91675727986E-03    0.0000000000        0.0000000000        0.0000000000       -1118.0788653       -501.00000000       -501.00000000        0.0000000000        0.0000000000        0.0000000000        140238.53517        153594.58614       0.64716043164       -.93529997452E-01    5.4564712098       -599.25898281        1.0456171134        1.0000000000       -12.901027981        4.8601672026        4.8601672026        0.0000000000        0.0000000000        0.0000000000       -.15489681359E-02   0.61578713796E-03   0.61578713796E-03    0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000       -193.52298003       
0.37910610134E-03   0.37910610134E-03   -.37872299866E-02   0.10047042711E-02   0.10047042711E-02    0.0000000000        0.0000000000        0.0000000000       -1129.5314523       -501.00000000       -501.00000000        0.0000000000        0.0000000000        0.0000000000        140238.53517        153594.58614       0.64706828371       -.93289313071E-01    5.4564712098       -608.83239745        1.0461945298        1.0000000000       -12.901027981        4.9231170764        4.9231170764        0.0000000000        0.0000000000        0.0000000000       -.17452558303E-02   0.69840814763E-03   0.69840814763E-03    0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000       -193.52298003       
0.39707321515E-03   0.39707321515E-03   -.40190242245E-02   0.10937707510E-02   0.10937707510E-02    0.0000000000        0.0000000000        0.0000000000       -1140.7798529       -501.00000000       -501.00000000        0.0000000000        0.0000000000        0.0000000000        140238.53517        153594.58614       0.64697983449       -.93054029807E-01    5.4564712098       -618.29077236        1.0467589885        1.0000000000       -12.901027981        4.9849044302        4.9849044302        0.0000000000        0.0000000000        0.0000000000       -.19421765656E-02   0.78224360212E-03   0.78224360212E-03    0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000       -193.52298003       
0.41504032896E-03   0.41504032896E-03   -.42508184625E-02   0.11839361671E-02   0.11839361671E-02    0.0000000000        0.0000000000        0.0000000000       -1151.8308905       -501.00000000       -501.00000000        0.0000000000        0.0000000000        0.0000000000        140238.53517        153594.58614       0.64689501548       -.92823809809E-01    5.4564712098       -627.63620619        1.0473113001        1.0000000000       -12.901027981        5.0455629168        5.0455629168        0.0000000000        0.0000000000        0.0000000000       -.21397091867E-02   0.86726977570E-03   0.86726977570E-03    0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000       -193.52298003       
0.43300744277E-03   0.43300744277E-03   -.44826127005E-02   0.12751805577E-02   0.12751805577E-02    0.0000000000        0.0000000000        0.0000000000       -1162.6910172       -501.00000000       -501.00000000        0.0000000000        0.0000000000        0.0000000000        140238.53517        153594.58614       0.64681376015       -.92598339641E-01    5.4564712098       -636.87072071        1.0478522166        1.0000000000       -12.901027981        5.1051247927        5.1051247927        0.0000000000        0.0000000000        0.0000000000       -.23378336902E-02   0.95346370615E-03   0.95346370615E-03    0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000       -193.52298003       
0.45097455657E-03   0.45097455657E-03   -.47144069384E-02   0.13674845274E-02   0.13674845274E-02    0.0000000000        0.0000000000        0.0000000000       -1173.3663410       -501.00000000       -501.00000000        0.0000000000        0.0000000000        0.0000000000        140238.53517        153594.58614       0.64673600386       -.92377328147E-01    5.4564712098       -645.99626481        1.0483824363        1.0000000000       -12.901027981        5.1636209829        5.1636209829        0.0000000000        0.0000000000        0.0000000000       -.25365311400E-02   0.10408031577E-02   0.10408031577E-02    0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000       -193.52298003       
