    time(1)             time(2)             stran(1)            stran(2)            stran(3)            stran(4)            stran(5)            stran(6)            stress(1)           stress(2)           stress(3)           stress(4)           stress(5)           stress(6)      statev(1)           statev(2)           statev(3)           statev(4)           statev(5)           statev(6)           statev(7)           statev(8)           statev(9)           statev(*)           statev(*)           statev(*)           statev(*)           statev(*)           statev(*)           statev(*)           statev(*)           statev(*)           statev(*)           statev(*)           statev(*)           statev(*)           statev(*)           statev(*)      
0.56375000000E-01   0.56375000000E-01    0.0000000000        0.0000000000        0.0000000000       0.55659434853E-04    0.0000000000        0.0000000000       -98.510916941       -89.980396501       -89.980396501        3.4685381292        0.0000000000        0.0000000000        69423.560612        76035.328290       0.85199633656       0.52956463627E-01    3.4000000000       -37.231243040        1.3002986716        1.0000000000        0.0000000000        0.0000000000        0.0000000000       0.11574062407E-02    0.0000000000        0.0000000000       -.10431878043E-04   0.33161144552E-06   0.33161144552E-06   0.56974709631E-05    0.0000000000        0.0000000000        0.0000000000        0.0000000000       -37.231243040       -.92559631349E+62   
0.62625000000E-01   0.62625000000E-01    0.0000000000        0.0000000000        0.0000000000       0.63112578354E-04    0.0000000000        0.0000000000       -98.091996615       -89.908489401       -89.908489401        3.8340893740        0.0000000000        0.0000000000        69423.560612        76035.328290       0.85199550825       0.52956299263E-01    3.4000000000       -37.232417108        1.2855303583        1.0000000000        0.0000000000        0.0000000000        0.0000000000       0.12281693640E-02    0.0000000000        0.0000000000       -.12920370638E-04   0.34236522873E-06   0.34236522873E-06   0.78850964012E-05    0.0000000000        0.0000000000        0.0000000000        0.0000000000       -37.232417108       -.92559631349E+62   
0.68875000000E-01   0.68875000000E-01    0.0000000000        0.0000000000        0.0000000000       0.71047343730E-04    0.0000000000        0.0000000000       -97.624391811       -89.821099351       -89.821099351        4.1937287310        0.0000000000        0.0000000000        69423.560612        76035.328290       0.85199460814       0.52956009094E-01    3.4000000000       -37.233495436        1.2697852552        1.0000000000        0.0000000000        0.0000000000        0.0000000000       0.13114818450E-02    0.0000000000        0.0000000000       -.15684672355E-04   0.31643273059E-06   0.31643273059E-06   0.10639499974E-04    0.0000000000        0.0000000000        0.0000000000        0.0000000000       -37.233495436       -.92559631349E+62   
0.75125000000E-01   0.75125000000E-01    0.0000000000        0.0000000000        0.0000000000       0.79545839998E-04    0.0000000000        0.0000000000       -97.107477735       -89.715306750       -89.715306750        4.5469016622        0.0000000000        0.0000000000        69423.560612        76035.328290       0.85199364402       0.52955555199E-01    3.4000000000       -37.234397087        1.2532689226        1.0000000000        0.0000000000        0.0000000000        0.0000000000       0.14084399657E-02    0.0000000000        0.0000000000       -.18723210854E-04   0.23885884674E-06   0.23885884674E-06   0.14050778197E-04    0.0000000000        0.0000000000        0.0000000000        0.0000000000       -37.234397087       -.92559631349E+62   
0.81375000000E-01   0.81375000000E-01    0.0000000000        0.0000000000        0.0000000000       0.88695467258E-04    0.0000000000        0.0000000000       -96.541299145       -89.587769420       -89.587769420        4.8930636006        0.0000000000        0.0000000000        69423.560612        76035.328290       0.85199262633       0.52954893371E-01    3.4000000000       -37.235025241        1.2362259791        1.0000000000        0.0000000000        0.0000000000        0.0000000000       0.15195747708E-02    0.0000000000        0.0000000000       -.22029426867E-04   0.91809835825E-07   0.91809835825E-07   0.18214174474E-04    0.0000000000        0.0000000000        0.0000000000        0.0000000000       -37.235025241       -.92559631349E+62   
0.87625000000E-01   0.87625000000E-01    0.0000000000        0.0000000000        0.0000000000       0.98583692272E-04    0.0000000000        0.0000000000       -95.927027324       -89.434839594       -89.434839594        5.2316807896        0.0000000000        0.0000000000        69423.560612        76035.328290       0.85199156883       0.52953972897E-01    3.4000000000       -37.235265751        1.2189437711        1.0000000000        0.0000000000        0.0000000000        0.0000000000       0.16442903130E-02    0.0000000000        0.0000000000       -.25589131011E-04   -.14523272643E-06   -.14523272643E-06   0.23224845153E-04    0.0000000000        0.0000000000        0.0000000000        0.0000000000       -37.235265751       -.92559631349E+62   
0.93875000000E-01   0.93875000000E-01    0.0000000000        0.0000000000        0.0000000000       0.10928878275E-03    0.0000000000        0.0000000000       -95.267524694       -89.252828070       -89.252828070        5.5622311060        0.0000000000        0.0000000000        69423.560612        76035.328290       0.85199048896       0.52952737241E-01    3.4000000000       -37.234987621        1.2017508897        1.0000000000        0.0000000000        0.0000000000        0.0000000000       0.17801502987E-02    0.0000000000        0.0000000000       -.29377465495E-04   -.49459679255E-06   -.49459679255E-06   0.29168578439E-04    0.0000000000        0.0000000000        0.0000000000        0.0000000000       -37.234987621       -.92559631349E+62   
0.10012500000       0.10012500000        0.0000000000        0.0000000000        0.0000000000       0.12086604905E-03    0.0000000000        0.0000000000       -94.567916210       -89.038458641       -89.038458641        5.8842048652        0.0000000000        0.0000000000        69423.560612        76035.328290       0.85198940773       0.52951126233E-01    3.4000000000       -37.234047125        1.1850059784        1.0000000000        0.0000000000        0.0000000000        0.0000000000       0.19222068414E-02    0.0000000000        0.0000000000       -.33356179022E-04   -.97853735515E-06   -.97853735515E-06   0.36108025663E-04    0.0000000000        0.0000000000        0.0000000000        0.0000000000       -37.234047125       -.92559631349E+62   
0.10637500000       0.10637500000        0.0000000000        0.0000000000        0.0000000000       0.13333113416E-03    0.0000000000        0.0000000000       -93.835956779       -88.789498071       -88.789498071        6.1971056071        0.0000000000        0.0000000000        69423.560612        76035.328290       0.85198834865       0.52949080333E-01    3.4000000000       -37.232297226        1.1690728618        1.0000000000        0.0000000000        0.0000000000        0.0000000000       0.20628016035E-02    0.0000000000        0.0000000000       -.37472508474E-04   -.16162276927E-05   -.16162276927E-05   0.44065981512E-04    0.0000000000        0.0000000000        0.0000000000        0.0000000000       -37.232297226       -.92559631349E+62   
0.11262500000       0.11262500000        0.0000000000        0.0000000000        0.0000000000       0.14664487030E-03    0.0000000000        0.0000000000       -93.081917567       -88.505434585       -88.505434585        6.5004508612        0.0000000000        0.0000000000        69423.560612        76035.328290       0.85198733558       0.52946546922E-01    3.4000000000       -37.229602553        1.1542824558        1.0000000000        0.0000000000        0.0000000000        0.0000000000       0.21923128298E-02    0.0000000000        0.0000000000       -.41661166469E-04   -.24200410430E-05   -.24200410430E-05   0.53010228055E-04    0.0000000000        0.0000000000        0.0000000000        0.0000000000       -37.229602553       -.92559631349E+62   
0.11887500000       0.11887500000        0.0000000000        0.0000000000        0.0000000000       0.16070631494E-03    0.0000000000        0.0000000000       -92.317806696       -88.187963475       -88.187963475        6.7937728913        0.0000000000        0.0000000000        69423.560612        76035.328290       0.85198638974       0.52943487510E-01    3.4000000000       -37.225857414        1.1408899775        1.0000000000        0.0000000000        0.0000000000        0.0000000000       0.23009653196E-02    0.0000000000        0.0000000000       -.45850134152E-04   -.33922333729E-05   -.33922333729E-05   0.62846560406E-04    0.0000000000        0.0000000000        0.0000000000        0.0000000000       -37.225857414       -.92559631349E+62   
0.12512500000       0.12512500000        0.0000000000        0.0000000000        0.0000000000       0.17535896077E-03    0.0000000000        0.0000000000       -91.556036502       -87.841036678       -87.841036678        7.0766194160        0.0000000000        0.0000000000        69423.560612        76035.328290       0.85198552687       0.52939883800E-01    3.4000000000       -37.221001593        1.1290426355        1.0000000000        0.0000000000        0.0000000000        0.0000000000       0.23810590581E-02    0.0000000000        0.0000000000       -.49969100997E-04   -.45234274467E-05   -.45234274467E-05   0.73424986291E-04    0.0000000000        0.0000000000        0.0000000000        0.0000000000       -37.221001593       -.92559631349E+62   
0.13137500000       0.13137500000        0.0000000000        0.0000000000        0.0000000000       0.19040921683E-03    0.0000000000        0.0000000000       -90.807977214       -87.470408361       -87.470408361        7.3485543064        0.0000000000        0.0000000000        69423.560612        76035.328290       0.85198475565       0.52935740745E-01    3.4000000000       -37.215028682        1.1187710232        1.0000000000        0.0000000000        0.0000000000        0.0000000000       0.24285015699E-02    0.0000000000        0.0000000000       -.53957668976E-04   -.57936731820E-05   -.57936731820E-05   0.84558197077E-04    0.0000000000        0.0000000000        0.0000000000        0.0000000000       -37.215028682       -.92559631349E+62   
0.13762500000       0.13762500000        0.0000000000        0.0000000000        0.0000000000       0.20565014979E-03    0.0000000000        0.0000000000       -90.082909928       -87.082855885       -87.082855885        7.6091582588        0.0000000000        0.0000000000        69423.560612        76035.328290       0.85198407775       0.52931086037E-01    3.4000000000       -37.207985043        1.1100061092        1.0000000000        0.0000000000        0.0000000000        0.0000000000       0.24429477903E-02    0.0000000000        0.0000000000       -.57770446226E-04   -.71756111065E-05   -.71756111065E-05   0.96045299406E-04    0.0000000000        0.0000000000        0.0000000000        0.0000000000       -37.207985043       -.92559631349E+62   
0.14387500000       0.14387500000        0.0000000000        0.0000000000        0.0000000000       0.22088209206E-03    0.0000000000        0.0000000000       -89.387638494       -86.685377818       -86.685377818        7.8580294407        0.0000000000        0.0000000000        69423.560612        76035.328290       0.85198348934       0.52925967009E-01    3.4000000000       -37.199961725        1.1026118074        1.0000000000        0.0000000000        0.0000000000        0.0000000000       0.24267887036E-02    0.0000000000        0.0000000000       -.61377970908E-04   -.86383770208E-05   -.86383770208E-05   0.10769241392E-03    0.0000000000        0.0000000000        0.0000000000        0.0000000000       -37.199961725       -.92559631349E+62   
0.15012500000       0.15012500000        0.0000000000        0.0000000000        0.0000000000       0.23592533133E-03    0.0000000000        0.0000000000       -88.726676319       -86.284597996       -86.284597996        8.0947841107        0.0000000000        0.0000000000        69423.560612        76035.328290       0.85198298305       0.52920446553E-01    3.4000000000       -37.191083612        1.0964194184        1.0000000000        0.0000000000        0.0000000000        0.0000000000       0.23837711864E-02    0.0000000000        0.0000000000       -.64764421614E-04   -.10150949894E-04   -.10150949894E-04   0.11932535592E-03    0.0000000000        0.0000000000        0.0000000000        0.0000000000       -37.191083612       -.92559631349E+62   
0.15637500000       0.15637500000        0.0000000000        0.0000000000        0.0000000000       0.25062480147E-03    0.0000000000        0.0000000000       -88.102742636       -85.886444170       -85.886444170        8.3190572103        0.0000000000        0.0000000000        69423.560612        76035.328290       0.85198254990       0.52914599259E-01    3.4000000000       -37.181499225        1.0912546383        1.0000000000        0.0000000000        0.0000000000        0.0000000000       0.23178840617E-02    0.0000000000        0.0000000000       -.67923905632E-04   -.11684328728E-04   -.11684328728E-04   0.13079431776E-03    0.0000000000        0.0000000000        0.0000000000        0.0000000000       -37.181499225       -.92559631349E+62   
0.16262500000       0.16262500000        0.0000000000        0.0000000000        0.0000000000       0.26484932537E-03    0.0000000000        0.0000000000       -87.517319774       -85.496050782       -85.496050782        8.5305029267        0.0000000000        0.0000000000        69423.560612        76035.328290       0.85198218059       0.52908508292E-01    3.4000000000       -37.171372730        1.0869543766        1.0000000000        0.0000000000        0.0000000000        0.0000000000       0.22327231736E-02    0.0000000000        0.0000000000       -.70856786181E-04   -.13212573628E-04   -.13212573628E-04   0.14197310356E-03    0.0000000000        0.0000000000        0.0000000000        0.0000000000       -37.171372730       -.92559631349E+62   
0.16887500000       0.16887500000        0.0000000000        0.0000000000        0.0000000000       0.27848824412E-03    0.0000000000        0.0000000000       -86.971128778       -85.117796915       -85.117796915        8.7287952259        0.0000000000        0.0000000000        69423.560612        76035.328290       0.85198186634       0.52902262977E-01    3.4000000000       -37.160878161        1.0833748899        1.0000000000        0.0000000000        0.0000000000        0.0000000000       0.21312565948E-02    0.0000000000        0.0000000000       -.73566775069E-04   -.14713050565E-04   -.14713050565E-04   0.15275575070E-03    0.0000000000        0.0000000000        0.0000000000        0.0000000000       -37.160878161       -.92559631349E+62   
0.17512500000       0.17512500000        0.0000000000        0.0000000000        0.0000000000       0.29144741805E-03    0.0000000000        0.0000000000       -86.464476996       -84.755403830       -84.755403830        8.9136283556        0.0000000000        0.0000000000        69423.560612        76035.328290       0.85198159931       0.52895956897E-01    3.4000000000       -37.150195291        1.0803941148        1.0000000000        0.0000000000        0.0000000000        0.0000000000       0.20158272604E-02    0.0000000000        0.0000000000       -.76058939036E-04   -.16166238716E-04   -.16166238716E-04   0.16305252370E-03    0.0000000000        0.0000000000        0.0000000000        0.0000000000       -37.150195291       -.92559631349E+62   
0.18137500000       0.18137500000        0.0000000000        0.0000000000        0.0000000000       0.30364563169E-03    0.0000000000        0.0000000000       -85.997485494       -84.412044847       -84.412044847        9.0847173164        0.0000000000        0.0000000000        69423.560612        76035.328290       0.85198137268       0.52889686233E-01    3.4000000000       -37.139506441        1.0779107837        1.0000000000        0.0000000000        0.0000000000        0.0000000000       0.18882599429E-02    0.0000000000        0.0000000000       -.78338481994E-04   -.17555359128E-04   -.17555359128E-04   0.17278631229E-03    0.0000000000        0.0000000000        0.0000000000        0.0000000000       -37.139506441       -.92559631349E+62   
0.18762500000       0.18762500000        0.0000000000        0.0000000000        0.0000000000       0.31501177761E-03    0.0000000000        0.0000000000       -85.570223672       -84.090444320       -84.090444320        9.2417983015        0.0000000000        0.0000000000        69423.560612        76035.328290       0.85198118069       0.52883548209E-01    3.4000000000       -37.128993737        1.0758420912        1.0000000000        0.0000000000        0.0000000000        0.0000000000       0.17499940188E-02    0.0000000000        0.0000000000       -.80410087907E-04   -.18865974324E-04   -.18865974324E-04   0.18188980899E-03    0.0000000000        0.0000000000        0.0000000000        0.0000000000       -37.128993737       -.92559631349E+62   
0.19387500000       0.19387500000        0.0000000000        0.0000000000        0.0000000000       0.32548284695E-03    0.0000000000        0.0000000000       -85.182779592       -83.792957358       -83.792957358        9.3846291035        0.0000000000        0.0000000000        69423.560612        76035.328290       0.85198101852       0.52877639516E-01    3.4000000000       -37.118836493        1.0741209426        1.0000000000        0.0000000000        0.0000000000        0.0000000000       0.16022054584E-02    0.0000000000        0.0000000000       -.82277630100E-04   -.20085629976E-04   -.20085629976E-04   0.19030349377E-03    0.0000000000        0.0000000000        0.0000000000        0.0000000000       -37.118836493       -.92559631349E+62   
0.20012500000       0.20012500000        0.0000000000        0.0000000000        0.0000000000       0.33500261088E-03    0.0000000000        0.0000000000       -84.835288929       -83.521629649       -83.521629649        9.5129894877        0.0000000000        0.0000000000        69423.560612        76035.328290       0.85198088217       0.52872054695E-01    3.4000000000       -37.109208564        1.0726933036        1.0000000000        0.0000000000        0.0000000000        0.0000000000       0.14459055429E-02    0.0000000000        0.0000000000       -.83944102376E-04   -.21203563648E-04   -.21203563648E-04   0.19797431012E-03    0.0000000000        0.0000000000        0.0000000000        0.0000000000       -37.109208564       -.92559631349E+62   
0.20637500000       0.20637500000        0.0000000000        0.0000000000        0.0000000000       0.34352084006E-03    0.0000000000        0.0000000000       -84.527938852       -83.278239929       -83.278239929        9.6266815316        0.0000000000        0.0000000000        69423.560612        76035.328290       0.85198076836       0.52866884463E-01    3.4000000000       -37.100275618        1.0715158747        1.0000000000        0.0000000000        0.0000000000        0.0000000000       0.12820151084E-02    0.0000000000        0.0000000000       -.85411674481E-04   -.22210482345E-04   -.22210482345E-04   0.20485487964E-03    0.0000000000        0.0000000000        0.0000000000        0.0000000000       -37.100275618       -.92559631349E+62   
